playerID,yearID,stint,teamID,lgID,POS,G,GS,InnOuts,PO,A,E,DP,PB,WP,SB,CS,ZR
frazijo01,1954,1,SLN,NL,RF,9,6,134,11,0,0,0,,,,,
fridlji01,1954,1,BAL,AL,LF,64,58,1529,128,1,2,0,,,,,
fridlji01,1954,1,BAL,AL,RF,3,1,43,4,0,0,0,,,,,
furilca01,1954,1,BRO,NL,CF,5,4,107,8,0,0,0,,,,,
furilca01,1954,1,BRO,NL,LF,3,0,2,0,0,0,0,,,,,
furilca01,1954,1,BRO,NL,RF,146,139,3805,300,9,9,3,,,,,
gilliji01,1954,1,BRO,NL,LF,2,2,50,5,0,0,0,,,,,
gilliji01,1954,1,BRO,NL,RF,4,3,72,4,1,0,0,,,,,
glynnbi01,1954,1,CLE,AL,RF,1,0,3,0,0,0,0,,,,,
goodmbi01,1954,1,BOS,AL,LF,13,12,303,14,1,1,0,,,,,
gordosi01,1954,1,PIT,NL,LF,7,6,147,18,1,0,0,,,,,
gordosi01,1954,1,PIT,NL,RF,67,61,1588,102,9,3,1,,,,,
greenji02,1954,1,CIN,NL,LF,137,137,3616,300,9,9,0,,,,,
grothjo01,1954,1,CHA,AL,CF,116,113,2946,297,7,4,3,,,,,
grothjo01,1954,1,CHA,AL,LF,9,6,171,15,0,0,0,,,,,
grothjo01,1954,1,CHA,AL,RF,2,2,63,4,0,0,0,,,,,
halldi01,1954,1,PIT,NL,CF,46,42,1111,130,1,5,0,,,,,
halldi01,1954,1,PIT,NL,LF,43,33,954,79,2,4,0,,,,,
halldi01,1954,1,PIT,NL,RF,16,9,258,20,1,2,1,,,,,
henlega01,1954,1,PIT,NL,LF,1,0,12,1,0,0,0,,,,,
henlega01,1954,1,PIT,NL,RF,8,7,190,12,1,0,0,,,,,
irvinmo01,1954,1,NY1,NL,LF,127,117,3181,275,7,7,0,,,,,
irvinmo01,1954,1,NY1,NL,RF,2,1,27,1,0,0,0,,,,,
janowvi01,1954,1,PIT,NL,LF,1,1,27,1,0,0,0,,,,,
jeffcha01,1954,1,CHN,NL,CF,3,0,21,1,0,0,0,,,,,
jenseja01,1954,1,BOS,AL,CF,107,99,2717,246,10,4,0,,,,,
jenseja01,1954,1,BOS,AL,LF,8,8,226,25,1,0,0,,,,,
jenseja01,1954,1,BOS,AL,RF,44,42,1063,60,1,1,0,,,,,
jethrsa01,1954,1,PIT,NL,RF,1,0,6,1,0,0,0,,,,,
kalinal01,1954,1,DET,AL,RF,135,133,3542,280,16,9,0,,,,,
kellge01,1954,2,CHA,AL,LF,2,2,30,3,0,0,0,,,,,
kellge01,1954,2,CHA,AL,RF,1,0,6,0,0,0,0,,,,,
kennebo01,1954,1,CLE,AL,LF,1,0,3,0,0,0,0,,,,,
kennebo01,1954,2,BAL,AL,LF,12,12,308,23,0,1,0,,,,,
kennebo01,1954,2,BAL,AL,RF,9,5,182,16,0,0,0,,,,,
kinerra01,1954,1,CHN,NL,LF,147,147,3823,296,7,9,1,,,,,
kingch01,1954,1,DET,AL,CF,7,7,174,22,1,1,1,,,,,
kokosdi01,1954,1,BAL,AL,LF,1,1,24,3,0,0,0,,,,,
kressch01,1954,1,DET,AL,RF,1,0,6,0,0,0,0,,,,,
lawve01,1954,1,PIT,NL,RF,1,1,3,1,0,0,0,,,,,
lemonji01,1954,1,WS1,AL,LF,1,0,3,0,0,0,0,,,,,
lemonji01,1954,1,WS1,AL,RF,32,32,857,57,0,3,0,,,,,
lenhado01,1954,1,BAL,AL,LF,7,5,172,9,0,0,0,,,,,
lenhado01,1954,2,BOS,AL,LF,13,8,243,13,0,0,0,,,,,
lockmwh01,1954,1,NY1,NL,CF,1,1,24,4,0,0,0,,,,,
lockmwh01,1954,1,NY1,NL,LF,1,1,24,1,0,0,0,,,,,
lowrepe01,1954,1,SLN,NL,LF,3,1,36,4,0,0,0,,,,,
lowrepe01,1954,1,SLN,NL,RF,10,0,54,1,0,0,0,,,,,
lunddo01,1954,1,DET,AL,CF,2,0,24,3,0,0,0,,,,,
lunddo01,1954,1,DET,AL,LF,19,4,213,17,0,0,0,,,,,
lunddo01,1954,1,DET,AL,RF,11,4,151,12,1,1,0,,,,,
lynchje01,1954,1,PIT,NL,LF,49,47,1152,96,7,4,1,,,,,
lynchje01,1954,1,PIT,NL,RF,37,26,699,31,3,1,1,,,,,
mantlmi01,1954,1,NYA,AL,CF,143,142,3718,327,20,9,5,,,,,
mantlmi01,1954,1,NYA,AL,RF,1,0,9,0,0,0,0,,,,,
marqulu01,1954,1,CHN,NL,CF,10,2,102,14,0,0,0,,,,,
marqulu01,1954,1,CHN,NL,LF,4,0,24,4,0,0,0,,,,,
marqulu01,1954,2,PIT,NL,CF,1,1,27,3,0,0,0,,,,,
marqulu01,1954,2,PIT,NL,LF,1,0,3,1,0,0,0,,,,,
marqulu01,1954,2,PIT,NL,RF,2,0,9,0,0,0,0,,,,,
marshfr01,1954,1,CHA,AL,RF,1,0,27,2,0,1,0,,,,,
marshwi01,1954,1,CHA,AL,LF,8,4,108,6,0,1,0,,,,,
marshwi01,1954,1,CHA,AL,RF,22,9,303,20,1,0,0,,,,,
matheed01,1954,1,ML1,NL,LF,10,10,270,21,0,2,0,,,,,
maxwech01,1954,1,BOS,AL,CF,3,0,12,1,0,0,0,,,,,
maxwech01,1954,1,BOS,AL,LF,21,12,328,20,0,0,0,,,,,
maxwech01,1954,1,BOS,AL,RF,6,6,93,4,1,0,0,,,,,
mayswi01,1954,1,NY1,NL,CF,151,151,4039,449,13,7,9,,,,,
mcgheed01,1954,1,PHA,AL,CF,11,9,266,34,0,3,0,,,,,
mcgheed01,1954,1,PHA,AL,LF,2,2,54,8,0,0,0,,,,,
mcgheed01,1954,2,CHA,AL,CF,18,13,381,32,1,0,0,,,,,
mcgheed01,1954,2,CHA,AL,LF,5,4,123,5,3,1,1,,,,,
mcgheed01,1954,2,CHA,AL,RF,11,4,150,13,0,0,0,,,,,
melesa01,1954,1,BAL,AL,LF,40,35,969,60,3,3,0,,,,,
melesa01,1954,1,BAL,AL,RF,24,23,576,38,1,1,1,,,,,
melesa01,1954,2,BOS,AL,LF,3,0,27,3,0,0,0,,,,,
melesa01,1954,2,BOS,AL,RF,13,11,303,18,1,1,1,,,,,
merrill01,1954,1,CIN,NL,LF,9,7,186,13,0,1,0,,,,,
merrill01,1954,1,CIN,NL,RF,16,15,390,40,2,0,0,,,,,
metkoca01,1954,1,ML1,NL,RF,13,12,303,18,2,0,0,,,,,
miksied01,1954,1,CHN,NL,LF,1,0,4,0,0,0,0,,,,,
minosmi01,1954,1,CHA,AL,CF,13,11,312,28,1,1,0,,,,,
minosmi01,1954,1,CHA,AL,LF,123,120,3212,285,13,7,3,,,,,
minosmi01,1954,1,CHA,AL,RF,14,14,337,28,0,0,0,,,,,
mitchda01,1954,1,CLE,AL,LF,6,4,111,7,1,1,0,,,,,
moonwa01,1954,1,SLN,NL,CF,140,140,3817,368,9,8,2,,,,,
moonwa01,1954,1,SLN,NL,LF,9,8,219,11,1,1,0,,,,,
morynwa01,1954,1,BRO,NL,LF,14,12,342,28,3,5,1,,,,,
morynwa01,1954,1,BRO,NL,RF,6,5,128,6,0,0,0,,,,,
muelldo01,1954,1,NY1,NL,RF,153,152,4092,260,14,6,5,,,,,
musiast01,1954,1,SLN,NL,LF,10,9,205,17,0,1,0,,,,,
musiast01,1954,1,SLN,NL,RF,146,142,3853,257,13,3,5,,,,,
niemabo01,1954,1,DET,AL,LF,62,60,1409,119,2,2,0,,,,,
norenir01,1954,1,NYA,AL,CF,23,13,420,46,1,1,0,,,,,
norenir01,1954,1,NYA,AL,LF,55,49,1307,111,5,2,1,,,,,
norenir01,1954,1,NYA,AL,RF,49,46,1140,83,3,2,1,,,,,
olsonka01,1954,1,BOS,AL,CF,36,30,817,78,4,4,1,,,,,
olsonka01,1954,1,BOS,AL,LF,28,2,199,18,1,2,0,,,,,
olsonka01,1954,1,BOS,AL,RF,17,12,391,26,4,0,0,,,,,
pafkoan01,1954,1,ML1,NL,CF,8,8,239,16,0,0,0,,,,,
pafkoan01,1954,1,ML1,NL,RF,130,128,3394,225,11,8,3,,,,,
palysst01,1954,1,PHI,NL,RF,1,1,27,2,0,0,0,,,,,
paulaca01,1954,1,WS1,AL,LF,6,5,138,14,1,0,0,,,,,
pendlji01,1954,1,ML1,NL,CF,18,17,365,26,1,1,0,,,,,
pendlji01,1954,1,ML1,NL,LF,23,19,547,48,3,3,0,,,,,
pendlji01,1954,1,ML1,NL,RF,11,3,158,13,1,1,0,,,,,
phillda01,1954,1,CLE,AL,LF,1,0,12,1,0,0,0,,,,,
phillda01,1954,1,CLE,AL,RF,129,120,3318,236,7,4,0,,,,,
piersji01,1954,1,BOS,AL,CF,30,27,691,67,1,1,0,,,,,
piersji01,1954,1,BOS,AL,RF,96,85,2387,180,8,3,2,,,,,
popeda01,1954,1,CLE,AL,CF,6,1,72,5,0,0,0,,,,,
popeda01,1954,1,CLE,AL,LF,19,17,417,34,0,0,0,,,,,
popeda01,1954,1,CLE,AL,RF,5,4,96,7,1,0,0,,,,,
postwa01,1954,1,CIN,NL,CF,1,0,3,1,0,0,0,,,,,
postwa01,1954,1,CIN,NL,RF,115,112,2974,229,15,11,2,,,,,
powervi01,1954,1,PHA,AL,CF,56,55,1439,157,4,4,2,,,,,
powervi01,1954,1,PHA,AL,LF,34,31,789,71,5,0,0,,,,,
powervi01,1954,1,PHA,AL,RF,12,11,279,28,4,0,1,,,,,
queenbi01,1954,1,ML1,NL,RF,1,0,3,1,0,0,0,,,,,
rennabi01,1954,1,PHA,AL,CF,1,1,3,0,0,0,0,,,,,
rennabi01,1954,1,PHA,AL,LF,1,1,24,0,1,0,0,,,,,
rennabi01,1954,1,PHA,AL,RF,114,111,2904,223,12,7,5,,,,,
repulri01,1954,1,SLN,NL,CF,14,13,354,38,0,1,0,,,,,
repulri01,1954,1,SLN,NL,LF,137,133,3666,259,5,7,0,,,,,
repulri01,1954,1,SLN,NL,RF,3,3,73,3,0,1,0,,,,,
rhodedu01,1954,1,NY1,NL,CF,2,2,50,3,0,0,0,,,,,
rhodedu01,1954,1,NY1,NL,LF,34,30,805,55,1,1,0,,,,,
rhodedu01,1954,1,NY1,NL,RF,1,0,12,1,0,0,0,,,,,
riceha02,1954,1,PIT,NL,LF,23,21,539,52,2,0,1,,,,,
riceha02,1954,1,PIT,NL,RF,3,1,39,3,1,0,1,,,,,
riceha02,1954,2,CHN,NL,LF,3,0,11,0,0,0,0,,,,,
riceha02,1954,2,CHN,NL,RF,21,12,325,21,2,3,0,,,,,
riverji01,1954,1,CHA,AL,CF,31,18,510,49,1,1,0,,,,,
riverji01,1954,1,CHA,AL,LF,4,0,25,3,0,0,0,,,,,
riverji01,1954,1,CHA,AL,RF,124,113,2978,201,5,10,0,,,,,
roberdo01,1954,1,CHN,NL,RF,6,0,28,1,0,0,0,,,,,
robinja02,1954,1,BRO,NL,LF,63,62,1466,106,4,0,0,,,,,
robinja02,1954,1,BRO,NL,RF,1,1,24,2,0,0,0,,,,,
rodiner01,1954,1,NY1,NL,CF,2,0,30,3,0,0,0,,,,,
rodiner01,1954,1,NY1,NL,RF,1,0,3,0,0,0,0,,,,,
runnepe01,1954,1,WS1,AL,LF,1,0,2,0,0,0,0,,,,,
sauerha01,1954,1,CHN,NL,LF,14,6,186,16,1,1,0,,,,,
sauerha01,1954,1,CHN,NL,RF,135,135,3543,265,6,10,2,,,,,
schelda01,1954,1,PHI,NL,CF,3,0,69,7,0,0,0,,,,,
schelda01,1954,1,PHI,NL,LF,60,58,1538,132,4,4,0,,,,,
schelda01,1954,1,PHI,NL,RF,6,6,132,6,0,0,0,,,,,
shubage01,1954,1,BRO,NL,LF,7,5,121,11,0,1,0,,,,,
shubage01,1954,1,BRO,NL,RF,6,6,150,10,0,1,0,,,,,
sievero01,1954,1,WS1,AL,LF,133,132,3499,296,10,9,1,,,,,
skinnbo01,1954,1,PIT,NL,RF,2,2,45,0,0,0,0,,,,,
slaugen01,1954,1,NYA,AL,LF,2,0,9,1,0,0,0,,,,,
slaugen01,1954,1,NYA,AL,RF,30,22,667,39,0,1,0,,,,,
smithal04,1954,1,CLE,AL,LF,98,89,2452,209,7,4,0,,,,,
smithal04,1954,1,CLE,AL,RF,17,16,417,31,1,0,1,,,,,
snidedu01,1954,1,BRO,NL,CF,148,147,3987,361,8,7,1,,,,,
souchst01,1954,1,DET,AL,LF,9,5,165,14,0,0,0,,,,,
stewabu01,1954,1,CHA,AL,RF,2,0,6,3,0,0,0,,,,,
talbobo01,1954,1,CHN,NL,CF,110,94,2584,244,10,6,1,,,,,
taylobi03,1954,1,NY1,NL,LF,7,6,147,2,0,0,0,,,,,
taylobi03,1954,1,NY1,NL,RF,2,1,36,4,0,0,0,,,,,
taylojo01,1954,1,PHA,AL,LF,9,7,198,17,1,1,0,,,,,
taylojo01,1954,1,PHA,AL,RF,8,6,198,15,0,1,0,,,,,
thomafr03,1954,1,PIT,NL,CF,112,111,2900,311,10,5,1,,,,,
thomafr03,1954,1,PIT,NL,LF,45,41,1084,105,4,0,1,,,,,
thompdo01,1954,1,BRO,NL,CF,2,0,9,1,0,0,0,,,,,
thompdo01,1954,1,BRO,NL,LF,27,1,232,13,1,0,0,,,,,
thompha02,1954,1,NY1,NL,LF,2,0,6,0,1,0,0,,,,,
thompti01,1954,1,BRO,NL,LF,1,0,2,0,0,0,0,,,,,
thomsbo01,1954,1,ML1,NL,LF,25,23,594,40,3,1,2,,,,,
thomsbo01,1954,1,ML1,NL,RF,1,0,6,1,0,0,0,,,,,
tuttlbi01,1954,1,DET,AL,CF,145,143,3811,368,18,6,3,,,,,
tuttlbi01,1954,1,DET,AL,LF,1,0,3,0,0,0,0,,,,,
umphlto01,1954,1,WS1,AL,CF,3,0,27,5,0,0,0,,,,,
umphlto01,1954,1,WS1,AL,LF,13,3,135,16,0,0,0,,,,,
umphlto01,1954,1,WS1,AL,RF,86,79,2092,147,13,2,4,,,,,
valoel01,1954,1,PHA,AL,LF,34,28,789,80,2,1,0,,,,,
valoel01,1954,1,PHA,AL,RF,30,28,733,56,1,4,1,,,,,
vollmcl01,1954,1,WS1,AL,LF,5,3,87,3,0,0,0,,,,,
vollmcl01,1954,1,WS1,AL,RF,21,18,497,30,2,0,1,,,,,
wardpr01,1954,1,PIT,NL,RF,42,41,1028,71,7,5,3,,,,,
wertzvi01,1954,1,BAL,AL,RF,27,27,681,46,5,2,1,,,,,
wertzvi01,1954,2,CLE,AL,LF,2,2,48,4,0,0,0,,,,,
wertzvi01,1954,2,CLE,AL,RF,3,2,61,5,0,0,0,,,,,
westlwa01,1954,1,CLE,AL,CF,10,2,123,14,0,1,0,,,,,
westlwa01,1954,1,CLE,AL,LF,50,44,1215,91,0,3,0,,,,,
westlwa01,1954,1,CLE,AL,RF,14,14,363,26,1,1,0,,,,,
willidi02,1954,1,BRO,NL,CF,2,2,45,6,0,0,0,,,,,
willidi02,1954,1,BRO,NL,LF,13,5,180,10,0,0,0,,,,,
willite01,1954,1,BOS,AL,LF,115,113,2887,212,5,4,0,,,,,
wilsobi02,1954,1,CHA,AL,LF,12,5,184,22,0,0,0,,,,,
wilsobi02,1954,1,CHA,AL,RF,7,6,126,11,0,2,0,,,,,
wilsobi02,1954,2,PHA,AL,CF,91,91,2406,266,7,3,4,,,,,
woodlge01,1954,1,NYA,AL,LF,89,82,2149,164,5,3,1,,,,,
wrighto01,1954,1,WS1,AL,LF,15,12,286,28,0,0,0,,,,,
wrighto01,1954,1,WS1,AL,RF,28,26,704,56,0,0,0,,,,,
wyrosjo01,1954,1,PHI,NL,LF,6,5,108,7,0,0,0,,,,,
wyrosjo01,1954,1,PHI,NL,RF,49,43,1152,85,5,1,1,,,,,
zernigu01,1954,1,PHA,AL,LF,90,87,2260,179,4,9,1,,,,,
aaronha01,1955,1,ML1,NL,LF,30,23,630,45,2,1,0,,,,,
aaronha01,1955,1,ML1,NL,RF,104,102,2699,212,8,8,2,,,,,
abramca01,1955,1,BAL,AL,CF,58,50,1234,114,6,3,1,,,,,
abramca01,1955,1,BAL,AL,LF,13,11,265,16,0,0,0,,,,,
abramca01,1955,1,BAL,AL,RF,46,26,746,60,0,0,0,,,,,
amorosa01,1955,1,BRO,NL,CF,10,5,162,12,0,0,0,,,,,
amorosa01,1955,1,BRO,NL,LF,102,94,2567,188,9,6,1,,,,,
amorosa01,1955,1,BRO,NL,RF,5,1,44,3,0,0,0,,,,,
ashburi01,1955,1,PHI,NL,CF,140,139,3650,394,10,7,3,,,,,
bauerha01,1955,1,NYA,AL,LF,7,6,123,13,0,0,0,,,,,
bauerha01,1955,1,NYA,AL,RF,130,116,3169,238,12,5,3,,,,,
baumhfr01,1955,1,CHN,NL,LF,39,39,1019,83,2,1,1,,,,,
baumhfr01,1955,1,CHN,NL,RF,24,24,620,48,1,0,0,,,,,
bellgu01,1955,1,CIN,NL,CF,154,154,4073,367,5,5,0,,,,,
blaylma01,1955,1,PHI,NL,LF,4,4,113,5,4,0,1,,,,,
blaylma01,1955,1,PHI,NL,RF,2,2,48,4,0,0,0,,,,,
bolgeji01,1955,1,CHN,NL,CF,49,44,1138,123,1,4,0,,,,,
bolgeji01,1955,1,CHN,NL,LF,3,0,18,4,0,1,0,,,,,
borkobo01,1955,1,CIN,NL,LF,11,0,58,5,0,0,0,,,,,
borkobo01,1955,2,BRO,NL,CF,2,2,45,4,0,0,0,,,,,
borkobo01,1955,2,BRO,NL,LF,4,3,78,2,0,0,0,,,,,
borkobo01,1955,2,BRO,NL,RF,3,0,18,0,0,0,0,,,,,
bowmabo02,1955,1,PHI,NL,LF,1,0,6,0,0,0,0,,,,,
bowmabo02,1955,1,PHI,NL,RF,1,1,27,3,0,0,0,,,,,
brutobi01,1955,1,ML1,NL,CF,149,145,3927,411,16,14,6,,,,,
busbyji01,1955,1,WS1,AL,CF,47,47,1247,133,1,1,0,,,,,
busbyji01,1955,2,CHA,AL,CF,99,89,2397,242,6,4,3,,,,,
cervbo01,1955,1,NYA,AL,CF,7,5,108,5,0,0,0,,,,,
cervbo01,1955,1,NYA,AL,LF,13,8,246,19,1,0,0,,,,,
cervbo01,1955,1,NYA,AL,RF,1,0,3,0,0,0,0,,,,,
clarkme01,1955,1,PHI,NL,RF,8,8,214,17,2,0,1,,,,,
clemero01,1955,1,PIT,NL,CF,10,7,202,20,0,0,0,,,,,
clemero01,1955,1,PIT,NL,RF,112,100,2690,230,18,6,4,,,,,
coangi01,1955,1,BAL,AL,LF,42,28,775,54,5,0,0,,,,,
coangi01,1955,1,BAL,AL,RF,1,1,24,1,0,1,0,,,,,
coangi01,1955,2,CHA,AL,LF,1,0,15,0,0,0,0,,,,,
coangi01,1955,2,CHA,AL,RF,2,1,30,2,0,0,0,,,,,
coangi01,1955,3,NY1,NL,CF,2,0,6,1,0,0,0,,,,,
coangi01,1955,3,NY1,NL,LF,1,1,27,2,0,0,0,,,,,
coangi01,1955,3,NY1,NL,RF,4,0,31,1,0,0,0,,,,,
colavro01,1955,1,CLE,AL,RF,2,0,51,7,1,0,1,,,,,
collijo01,1955,1,NYA,AL,RF,27,23,597,44,2,1,0,,,,,
dagrean01,1955,1,BAL,AL,LF,1,1,15,3,0,0,0,,,,,
dagrean01,1955,1,BAL,AL,RF,4,3,78,5,0,2,0,,,,,
delisju01,1955,1,WS1,AL,LF,2,2,42,3,0,0,0,,,,,
delisju01,1955,1,WS1,AL,RF,6,6,146,10,0,1,0,,,,,
delsiji01,1955,1,DET,AL,LF,101,91,2417,178,3,1,1,,,,,
dierich01,1955,1,BAL,AL,CF,105,71,2008,236,4,6,2,,,,,
dierich01,1955,1,BAL,AL,LF,2,1,15,0,0,0,0,,,,,
dobyla01,1955,1,CLE,AL,CF,129,129,3355,313,5,2,1,,,,,
dyckji01,1955,1,BAL,AL,LF,45,39,984,88,4,1,1,,,,,
ellioha02,1955,1,SLN,NL,LF,9,6,174,16,0,1,0,,,,,
ellioha02,1955,1,SLN,NL,RF,20,15,396,29,1,0,0,,,,,
ennisde01,1955,1,PHI,NL,LF,143,143,3708,286,9,4,2,,,,,
ennisde01,1955,1,PHI,NL,RF,3,2,57,4,0,0,0,,,,,
eversho01,1955,1,BAL,AL,CF,5,5,129,10,1,0,0,,,,,
eversho01,1955,1,BAL,AL,LF,21,16,396,35,0,1,0,,,,,
eversho01,1955,1,BAL,AL,RF,32,28,703,62,1,0,0,,,,,
eversho01,1955,2,CLE,AL,CF,9,3,138,10,0,0,0,,,,,
eversho01,1955,2,CLE,AL,LF,15,10,292,23,1,0,1,,,,,
eversho01,1955,2,CLE,AL,RF,2,0,12,0,0,0,0,,,,,
frazijo01,1955,1,SLN,NL,LF,1,1,18,0,0,0,0,,,,,
frazijo01,1955,1,SLN,NL,RF,13,8,222,16,0,0,0,,,,,
furilca01,1955,1,BRO,NL,CF,1,0,9,1,0,0,0,,,,,
furilca01,1955,1,BRO,NL,LF,6,0,11,0,0,0,0,,,,,
furilca01,1955,1,BRO,NL,RF,139,137,3662,249,10,5,4,,,,,
gilliji01,1955,1,BRO,NL,CF,4,3,74,9,0,0,0,,,,,
gilliji01,1955,1,BRO,NL,LF,40,35,911,80,1,3,1,,,,,
gilliji01,1955,1,BRO,NL,RF,7,5,121,8,0,0,0,,,,,
goodmbi01,1955,1,BOS,AL,LF,1,0,0,0,0,0,0,,,,,
gorbogl01,1955,1,CIN,NL,LF,5,4,108,12,0,2,0,,,,,
gorbogl01,1955,2,PHI,NL,CF,4,3,87,8,0,0,0,,,,,
gorbogl01,1955,2,PHI,NL,RF,53,44,1225,108,10,2,2,,,,,
gordosi01,1955,1,PIT,NL,LF,4,4,90,7,0,1,0,,,,,
gordosi01,1955,2,NY1,NL,LF,13,6,189,18,2,0,0,,,,,
gordosi01,1955,2,NY1,NL,RF,4,3,84,8,0,0,0,,,,,
greenji02,1955,1,CIN,NL,LF,11,11,288,30,1,0,0,,,,,
greenji02,1955,2,PHI,NL,LF,5,4,123,9,1,0,0,,,,,
greenji02,1955,2,PHI,NL,RF,79,79,2028,151,9,2,0,,,,,
grothjo01,1955,1,CHA,AL,CF,26,21,561,60,1,0,0,,,,,
grothjo01,1955,2,WS1,AL,CF,40,38,995,104,1,2,1,,,,,
grothjo01,1955,2,WS1,AL,LF,11,8,207,16,1,0,0,,,,,
grothjo01,1955,2,WS1,AL,RF,1,0,9,1,0,0,0,,,,,
halldi01,1955,1,PIT,NL,CF,3,2,49,4,0,0,0,,,,,
halldi01,1955,1,PIT,NL,LF,1,0,3,0,0,0,0,,,,,
harmoch01,1955,1,CIN,NL,CF,2,0,15,2,0,0,0,,,,,
harmoch01,1955,1,CIN,NL,LF,32,23,650,66,2,0,1,,,,,
hazlebo01,1955,1,CIN,NL,LF,4,3,63,12,1,0,0,,,,,
hodgegi01,1955,1,BRO,NL,CF,1,0,9,2,0,0,0,,,,,
hodgegi01,1955,1,BRO,NL,LF,8,8,189,10,1,1,1,,,,,
hodgegi01,1955,1,BRO,NL,RF,7,6,171,4,1,1,0,,,,,
howarel01,1955,1,NYA,AL,LF,61,51,1255,88,5,2,1,,,,,
howarel01,1955,1,NYA,AL,RF,16,14,309,32,5,0,2,,,,,
irvinmo01,1955,1,NY1,NL,LF,41,34,944,78,2,4,0,,,,,
irvinmo01,1955,1,NY1,NL,RF,7,5,147,15,2,0,0,,,,,
jablora01,1955,1,CIN,NL,LF,28,27,630,46,2,1,0,,,,,
jenseja01,1955,1,BOS,AL,RF,150,149,4018,276,11,6,3,,,,,
jokst01,1955,1,CHA,AL,LF,1,0,3,0,0,0,0,,,,,
kalinal01,1955,1,DET,AL,RF,152,151,3977,306,14,7,4,,,,,
